Date,Close,High,Low,Open,Volume
2000-01-03,4131.14990234375,4192.18994140625,3989.7099609375,4186.18994140625,1510070000
2000-01-04,3901.68994140625,4073.25,3898.22998046875,4020.0,1511840000
2000-01-05,3877.5400390625,3924.2099609375,3734.8701171875,3854.35009765625,1735670000
2000-01-06,3727.1298828125,3868.760009765625,3715.6201171875,3834.43994140625,1598320000
2000-01-07,3882.6201171875,3882.669921875,3711.090087890625,3711.090087890625,1634930000
2000-01-10,4049.669921875,4072.360107421875,3958.830078125,4002.22998046875,1691710000
2000-01-11,3921.18994140625,4066.659912109375,3904.820068359375,4031.3798828125,1694460000
2000-01-12,3850.02001953125,3950.97998046875,3834.530029296875,3950.949951171875,1525900000
2000-01-13,3957.2099609375,3957.469970703125,3858.219970703125,3915.139892578125,1476970000
2000-01-14,4064.27001953125,4091.949951171875,4045.719970703125,4045.719970703125,1656630000
2000-01-18,4130.81005859375,4148.0,4053.2099609375,4059.64990234375,1585230000
2000-01-19,4151.2900390625,4164.64990234375,4084.72998046875,4116.27001953125,1652210000
2000-01-20,4189.509765625,4227.35009765625,4143.60986328125,4205.06005859375,1851300000
2000-01-21,4235.39990234375,4238.0,4168.2998046875,4236.64990234375,1923680000
2000-01-24,4096.080078125,4303.14990234375,4095.31005859375,4290.3798828125,1989050000
2000-01-25,4167.41015625,4167.6298828125,4028.510009765625,4124.75,1743630000
2000-01-26,4069.909912109375,4174.72021484375,4069.909912109375,4174.72021484375,1717000000
2000-01-27,4039.56005859375,4140.08984375,3973.590087890625,4120.5,1798460000
2000-01-28,3887.070068359375,4048.31005859375,3856.22998046875,4010.139892578125,1616370000
2000-01-31,3940.35009765625,3940.4599609375,3748.030029296875,3873.840087890625,1507630000
2000-02-01,4051.97998046875,4053.159912109375,3911.840087890625,3961.070068359375,1398240000
2000-02-02,4073.9599609375,4125.75,4051.43994140625,4059.030029296875,1527880000
2000-02-03,4210.97998046875,4211.06005859375,4085.530029296875,4134.64990234375,1722330000
2000-02-04,4244.14013671875,4294.83984375,4229.2001953125,4242.14990234375,1751450000
2000-02-07,4321.77001953125,4321.9599609375,4244.740234375,4274.02978515625,1625540000
2000-02-08,4427.5,4428.47998046875,4370.009765625,4370.009765625,1971180000
2000-02-09,4363.240234375,4460.759765625,4362.740234375,4460.18017578125,1775590000
2000-02-10,4485.6298828125,4485.669921875,4357.68994140625,4390.16015625,1813590000
2000-02-11,4395.4501953125,4489.7900390625,4360.5400390625,4489.330078125,1738590000
2000-02-14,4418.5498046875,4435.9599609375,4355.5400390625,4434.3798828125,1600850000
2000-02-15,4420.77001953125,4440.6201171875,4291.10009765625,4415.52001953125,1708930000
2000-02-16,4427.64990234375,4477.64013671875,4413.66015625,4427.18994140625,1782130000
2000-02-17,4548.919921875,4553.14013671875,4444.75,4483.009765625,2008440000
2000-02-18,4411.740234375,4564.4501953125,4404.60986328125,4563.72021484375,1898410000
2000-02-22,4382.1201171875,4443.93994140625,4291.009765625,4432.830078125,1772290000
2000-02-23,4550.330078125,4567.97021484375,4401.3798828125,4406.8798828125,1892800000
2000-02-24,4617.64990234375,4620.02978515625,4495.2001953125,4583.89013671875,1944050000
2000-02-25,4590.5,4662.93017578125,4576.18994140625,4618.830078125,1825500000
2000-02-28,4577.85009765625,4626.72021484375,4466.419921875,4575.06982421875,1798070000
2000-02-29,4696.68994140625,4698.4599609375,4637.169921875,4646.64013671875,2088840000
2000-03-01,4784.080078125,4796.89990234375,4732.81982421875,4732.81982421875,2232340000
2000-03-02,4754.509765625,4829.009765625,4705.4501953125,4816.81005859375,2137080000
2000-03-03,4914.7900390625,4914.7900390625,4813.81982421875,4846.009765625,2136530000
2000-03-06,4904.85009765625,4980.14990234375,4887.8798828125,4935.64990234375,2015580000
2000-03-07,4847.83984375,5006.77978515625,4829.8798828125,4991.97021484375,2156410000
2000-03-08,4897.259765625,4923.14013671875,4722.14013671875,4920.85986328125,2020130000
2000-03-09,5046.85986328125,5047.9599609375,4857.56982421875,4913.080078125,2006810000
2000-03-10,5048.6201171875,5132.52001953125,5039.35009765625,5060.33984375,1992170000
2000-03-13,4907.240234375,5027.72998046875,4839.259765625,4879.02978515625,1736270000
2000-03-14,4706.6298828125,5013.490234375,4706.60986328125,4997.31005859375,1977820000
2000-03-15,4582.6201171875,4758.43994140625,4553.919921875,4758.43994140625,1937800000
2000-03-16,4717.39013671875,4717.759765625,4455.10009765625,4658.43994140625,2041510000
2000-03-17,4798.1298828125,4805.93994140625,4702.02978515625,4702.02978515625,1691530000
2000-03-20,4610.0,4822.7001953125,4610.0,4812.14013671875,1539860000
2000-03-21,4711.68017578125,4712.240234375,4467.52978515625,4589.52001953125,1753310000
2000-03-22,4864.75,4900.419921875,4736.89990234375,4750.5400390625,1769510000
2000-03-23,4940.60986328125,4975.66015625,4865.10009765625,4874.169921875,1714160000
2000-03-24,4963.02978515625,5078.85986328125,4902.830078125,4986.5400390625,1688970000
2000-03-27,4958.56005859375,5022.22998046875,4946.60986328125,4994.419921875,1380380000
2000-03-28,4833.89013671875,4952.93017578125,4833.89013671875,4939.0498046875,1490090000
2000-03-29,4644.669921875,4860.02001953125,4641.009765625,4860.02001953125,1738270000
2000-03-30,4457.89013671875,4683.8798828125,4355.68994140625,4540.43994140625,1925860000
2000-03-31,4572.830078125,4606.47998046875,4381.3798828125,4550.2099609375,2118100000
2000-04-03,4223.68017578125,4572.83984375,4193.10009765625,4494.89013671875,1739920000
2000-04-04,4148.89013671875,4283.4501953125,3649.110107421875,4283.4501953125,2889100000
2000-04-05,4169.22021484375,4286.8798828125,4009.090087890625,4025.89990234375,1947700000
2000-04-06,4267.56005859375,4324.08984375,4196.509765625,4266.7998046875,1746450000
2000-04-07,4446.4501953125,4446.4501953125,4323.18017578125,4354.1298828125,1563430000
2000-04-10,4188.2001953125,4475.2001953125,4188.169921875,4475.2001953125,1446140000
2000-04-11,4055.89990234375,4182.9599609375,4009.52001953125,4094.610107421875,1679390000
2000-04-12,3769.6298828125,4077.919921875,3769.169921875,4050.320068359375,1921090000
2000-04-13,3676.780029296875,3914.679931640625,3676.669921875,3839.56005859375,1951500000
2000-04-14,3321.2900390625,3615.639892578125,3265.97998046875,3597.43994140625,2555780000
2000-04-17,3539.159912109375,3539.77001953125,3227.0400390625,3232.93994140625,2482830000
2000-04-18,3793.570068359375,3794.969970703125,3563.830078125,3596.14990234375,2152720000
2000-04-19,3706.409912109375,3851.56005859375,3698.330078125,3832.64990234375,1760270000
2000-04-20,3643.8798828125,3751.330078125,3599.679931640625,3735.080078125,1422730000
2000-04-24,3482.47998046875,3496.820068359375,3345.25,3466.68994140625,1540710000
2000-04-25,3711.22998046875,3711.570068359375,3583.919921875,3592.72998046875,1622910000
